obec,kraj,odberatelu,mist,lokalit,vykon,teplo_mnozstvi,teplo_cena,uhli,pod_uhli,plyn,pod_plyn,biomasa,pod_biomasa,olej,pod_olej,ostatni,pod_ostatni
Sezimovo Ústí,C,142,165,1,0.0,63373.0,678.4333214460418,62986.424699999996,0.9938999999999999,386.57529999999997,0.0060999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
Seč čp.AB,E,16,13,1,1.9,6412.0,385.51,0.0,0.0,6412.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skořenice,E,1,1,1,0.348,829.0,484.61,0.0,0.0,829.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Skřipov,T,25,25,1,1.275,4607.0,333.5,0.0,0.0,0.0,0.0,4607.0,1.0,0.0,0.0,0.0,0.0
Slaný,S,101,154,4,47.349000000000004,97869.0,685.305804698117,371.06419999999997,0.0037914375338462636,95556.3208,0.9763696451378884,0.0,0.0,1941.615,0.019838917328265333,0.0,0.0
Slapy,S,1,1,1,0.1,38.0,464.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Slatina,U,11,1,1,0.61,13750.0,172.5,0.0,0.0,0.0,0.0,13750.0,1.0,0.0,0.0,0.0,0.0
Slavičín,Z,62,83,15,17.151999999999997,42477.0,643.2817178708477,8578.8496,0.20196458318619487,19266.358500000002,0.45357154460060745,14625.8425,0.3443238105327589,0.0,0.0,5.949400000000001,0.00014006168043882573
Slavkov u Brna,B,8,53,4,3.562,11030.0,674.2269338168632,0.0,0.0,11030.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sloup,B,1,1,1,0.68,1482.0,389.17,0.0,0.0,1482.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Smiřice,H,37,44,3,4.268,18853.0,447.50573648756176,0.0,0.0,14577.0,0.7731925953429163,4276.0,0.22680740465708377,0.0,0.0,0.0,0.0
Smolotely,S,1,1,1,0.594,3270.0,127.7,0.0,0.0,0.0,0.0,3270.0,1.0,0.0,0.0,0.0,0.0
Sněžné,J,1,1,1,0.057999999999999996,367.0,361.93,0.0,0.0,367.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Soběslav,C,46,72,4,6.5840000000000005,34695.0,412.23934370946824,0.0,0.0,34690.7963,0.9998788384493443,0.0,0.0,0.0,0.0,4.2037,0.00012116155065571409
Sokolov,K,363,537,5,79.8,335664.0,556.9178546403546,335106.6642,0.9983396021021022,557.3358000000001,0.001660397897897898,0.0,0.0,0.0,0.0,0.0,0.0
Solenice,S,5,8,2,2.878,3512.0,723.9495301822324,0.0,0.0,0.0,0.0,3502.4135,0.9972703587699316,9.586500000000001,0.0027296412300683373,0.0,0.0
Srní,P,21,23,1,1.028,2651.0,601.74,604.1629,0.22790000000000002,0.0,0.0,0.0,0.0,0.0,0.0,2046.8371,0.7721
Stachy,C,2,2,1,0.07,374.0,718.8100000000001,0.0,0.0,0.0,0.0,0.0,0.0,374.0,1.0,0.0,0.0
Stanoviště,B,1,1,1,0.61,455.0,110.0,0.0,0.0,0.0,0.0,455.0,1.0,0.0,0.0,0.0,0.0
Stará Ves  ZŠ,T,1,1,1,0.063,187.0,434.24,0.0,0.0,187.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stará Ves nad Ondřejnicí,T,1,1,1,0.032,109.0,448.34,0.0,0.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Staré Město,Z,1,1,1,0.09,325.0,834.57,0.0,0.0,325.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Staré Město pod Landštejnem,C,126,82,1,2.8,4114.0,402.5,0.0,0.0,0.0,0.0,4114.0,1.0,0.0,0.0,0.0,0.0
Staré Město pod Sněžníkem,M,5,15,1,1.0659999999999998,5881.0,640.9749362353341,5881.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Starý Plzenec,P,9,13,1,1.7169999999999999,3993.0,678.5021662910092,0.0,0.0,3993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Staňkov,P,6,5,2,0.609,7425.0,134.6890154882155,0.0,0.0,266.0,0.03582491582491582,7159.0,0.9641750841750841,0.0,0.0,0.0,0.0
Staříč,T,6,6,4,60.382999999999996,222166.0,151.384218557295,0.0,0.0,0.0,0.0,182164.0,0.8199454461978881,0.0,0.0,40002.0,0.18005455380211194
Stochov,S,15,61,1,16.555,54957.0,664.65,8194.0887,0.1491,45141.679800000005,0.8214000000000001,1621.2315000000003,0.029500000000000005,0.0,0.0,0.0,0.0
Stod,P,2,5,2,2.318,6815.0,412.72238591342625,0.0,0.0,6815.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Strakonice,C,752,974,7,207.208,520965.0,565.4484745808259,501678.0384000001,0.9629783927903027,4291.232,0.008237083105390957,137.0,0.00026297352029406966,4453.961600000001,0.008549444972311002,10404.768,0.019972105611701364
Strančice,S,4,4,3,0.53,1753.0,685.5903422703936,0.0,0.0,1753.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Strašice,P,16,30,1,4.196000000000001,13406.0,638.28,0.0,0.0,13406.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Straškov,U,2,2,1,0.19,532.0,488.0,0.0,0.0,0.0,0.0,532.0,1.0,0.0,0.0,0.0,0.0
Stráž,P,5,5,1,0.52,2655.0,586.5,0.0,0.0,2655.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stráž pod Ralskem,L,60,145,2,16.265,120639.0,455.00820505806587,0.0,0.0,120639.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Studce,S,1,1,1,0.017,43.0,778.26,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0
Studénka,T,34,41,1,8.957,26809.0,581.1212376440748,0.0,0.0,26809.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Střelice,B,1,1,1,0.795,3867.0,409.63,0.0,0.0,3867.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Stříbro,P,4,3,3,18.709000000000003,27409.0,297.04921230252836,0.0,0.0,24724.0,0.9020394760844977,0.0,0.0,0.0,0.0,2685.0,0.09796052391550221
Střížovice,Z,1,1,1,1.12,2015.0,172.5,0.0,0.0,0.0,0.0,2015.0,1.0,0.0,0.0,0.0,0.0
Suchdol nad Lužnicí,C,9,9,1,0.91,2346.0,635.41,0.0,0.0,2346.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Suchohrdly u Miroslavi,B,2,2,1,1.3619999999999999,11320.0,253.0,0.0,0.0,1.1320000000000001,0.0001,11318.868,0.9999,0.0,0.0,0.0,0.0
Sušice,P,78,107,10,24.84,102836.0,424.896118577152,0.0,0.0,102836.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sušice čp,P,3,3,1,0.17300000000000001,579.0,424.02,0.0,0.0,579.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Svatava,K,3,3,1,0.0,2100.0,547.5,2096.22,0.9981999999999999,3.78,0.0018,0.0,0.0,0.0,0.0,0.0,0.0
Svatý Jan nad Malší,C,38,48,1,0.49,1735.0,504.4,0.0,0.0,0.0,0.0,1735.0,1.0,0.0,0.0,0.0,0.0
Sviadnov,T,4,4,3,41.951,293367.0,120.17046477620183,0.0,0.0,0.0,0.0,285131.0,0.9719259494080793,0.0,0.0,8236.0,0.0280740505919207
Svitavy,E,65,112,12,27.501,79115.0,507.52160336219436,0.0,0.0,79115.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Svoboda nad Úpou,H,4,4,1,0.0,3629.0,475.8,2565.703,0.707,6.5322000000000005,0.0018000000000000002,1052.41,0.29000000000000004,4.717700000000001,0.0013000000000000002,0.0,0.0
Světlá Hora,T,12,8,4,1.333,3840.0,497.0101171875,0.0,0.0,3840.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Světlá nad Sázavou,J,34,59,2,13.79,54311.0,483.3519655318444,0.0,0.0,54311.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Světlá pod Ještědem,L,5,5,1,0.402,525.0,803.27,0.0,0.0,0.0,0.0,0.0,0.0,525.0,1.0,0.0,0.0
Sázava,S,29,29,2,33.35,15128.0,708.1399795081967,0.0,0.0,15128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tachov,P,109,95,4,22.724,89611.0,583.6552602917053,0.0,0.0,89611.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tanvald,L,19,36,2,23.524,67621.0,388.84122121826056,0.0,0.0,67621.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatce,S,2,2,1,0.22,282.0,842.87,0.0,0.0,0.0,0.0,0.0,0.0,282.0,1.0,0.0,0.0
Tašovice,K,4,4,1,0.47600000000000003,1415.0,667.0156183745582,0.0,0.0,1415.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Telč,J,2,2,2,0.408,1537.0,574.0459596616787,0.0,0.0,1537.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Temelín,C,49,88,1,6324.0,192270.0,193.81337390128468,0.0,0.0,19.227,0.0001,0.0,0.0,0.0,0.0,192250.77300000002,0.9999000000000001
Teplice,U,41,65,5,15.116,30734.0,555.8666567970325,3501.0753,0.11391538036051278,21477.6147,0.6988226296609618,1819.0,0.05918526713086484,0.0,0.0,3936.31,0.12807672284766056
Teplice Bílina Proboštov,U,247,1074,1,3.89,710608.0,535.7510558704658,610909.6976,0.8596999999999999,99698.3024,0.1403,0.0,0.0,0.0,0.0,0.0,0.0
Teplice nad Metují,H,2,4,1,0.72,3917.0,602.8244830227214,0.0,0.0,3917.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Terezín,U,7,8,5,2.811,6763.0,554.3172541771404,0.0,0.0,6763.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tisová,K,61,115,3,782.433,560582.0,401.1078176430924,559353.3483999999,0.9978082571327654,1008.6515999999999,0.001799293591303324,220.0,0.00039244927593108593,0.0,0.0,0.0,0.0
Tišnov,B,122,111,19,17.087,56403.0,549.3357746928355,0.0,0.0,56403.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Toužim,K,14,52,8,7.939,32539.0,452.3293278834629,0.0,0.0,32539.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tovačov,M,1,6,1,1.162,3037.0,511.61,0.0,0.0,3037.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Trhové Sviny,C,125,125,1,14.7,26281.0,708.83,0.0,0.0,0.0,0.0,26281.0,1.0,0.0,0.0,0.0,0.0
Trmice,U,11,17,2,474.4,2950687.0,245.21181319807897,2919729.0308000003,0.9895082164933117,321.9,0.0001090932382865414,3224.2957000000006,0.0010927271174475642,7032.2908,0.002383272370129397,20088.706000000002,0.0068081453573354276
Trutnov,H,10,21,4,0.39,20260.0,560.6730276406713,12630.062999999998,0.6233989634748272,31.856,0.0015723593287265548,5181.294,0.2557400789733465,22.879,0.001129269496544916,2395.934,0.1182593287265548
Tupadly,S,1,1,1,1.126,4850.0,217.8,0.0,0.0,0.0,0.0,4850.0,1.0,0.0,0.0,0.0,0.0
Turnov,L,57,77,4,23.23,59010.0,578.3852465683782,0.0,0.0,59010.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tušimice,U,38,86,2,2044.6,480289.0,229.7491858235354,479763.114,0.9989050634097387,487.88849999999996,0.0010158227650435465,33.4378,6.962016619160548e-05,4.559699999999999,9.493659026128017e-06,0.0,0.0
Tábor,C,461,715,6,211.016,633794.0,576.8333364626361,602764.0142000001,0.9510408968844768,6745.978600000001,0.010643803191573289,901.0,0.0014215975537793036,379.7357999999999,0.0005991470414677323,23003.271399999998,0.036294555328703015
Týn nad Vltavou,C,705,818,1,0.0,108644.0,529.8684754795479,0.0,0.0,10.8644,0.0001,0.0,0.0,0.0,0.0,108633.13559999998,0.9998999999999998
Týnec nad Sázavou,S,73,83,1,25.087,32678.0,525.42,0.0,0.0,32678.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Týniště nad Orlicí,H,24,24,2,4.073,13261.0,580.471410904155,0.0,0.0,13261.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Třebelovice,J,1,1,1,0.496,1909.0,413.83,0.0,0.0,1909.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Třeboň,C,9,10,5,3.654,22147.0,327.58816092473023,0.0,0.0,7458.0,0.33674989840610464,14689.0,0.6632501015938953,0.0,0.0,0.0,0.0
Třebíč,J,800,1000,7,106.006,670017.0,444.33492069604205,0.0,0.0,37578.5234,0.05608592528249283,632438.4765999999,0.9439140747175071,0.0,0.0,0.0,0.0
Třemošnice čp,E,4,5,1,0.499,2551.0,427.0,0.0,0.0,2551.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Třemošná,P,16,28,3,6.521999999999999,15584.0,577.8544795944558,0.0,0.0,15168.0,0.973305954825462,416.0,0.026694045174537988,0.0,0.0,0.0,0.0
Třešť,J,13,21,1,3.84,11808.0,598.52,0.0,0.0,11808.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tři Sekery,K,1,1,1,0.05,22.0,557.96,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0
Třinec,T,367,934,3,612.39,1903138.0,286.2502553099145,833329.2520000001,0.4378711643611762,32116.805999999993,0.01687571053701833,0.0,0.0,0.0,0.0,1037691.9419999999,0.5452531251018055
Třinecko,T,39,80,1,13.115,35015.0,491.68,0.0,0.0,34433.751000000004,0.9834000000000002,581.2489999999999,0.016599999999999997,0.0,0.0,0.0,0.0
Uherské Hradiště,Z,140,174,4,47.046,186486.0,565.2269675471617,179111.34,0.9604546185772659,7374.66,0.039545381422734144,0.0,0.0,0.0,0.0,0.0,0.0
Uherský Brod,Z,32,89,2,23.435000000000002,53194.0,585.7616560138362,0.0,0.0,53194.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Uherský Ostroh,Z,2,2,2,13.34,31970.0,174.80002877697842,0.0,0.0,0.0,0.0,31970.0,1.0,0.0,0.0,0.0,0.0
Uhlířské Janovice,S,78,7,1,2.012,1877.0,656.0,1877.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unhošť,S,2,3,2,1.125,4145.0,388.6515874547648,0.0,0.0,4145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Uničov,M,38,107,10,20.904,60378.0,609.2802492629767,0.0,0.0,60378.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vacov,C,7,8,2,0.74,1942.0,747.0827909371781,1568.0,0.8074150360453141,0.0,0.0,0.0,0.0,374.0,0.19258496395468588,0.0,0.0
Valašská Bystřice,Z,68,68,1,1.5,5533.0,412.0,0.0,0.0,0.0,0.0,5533.0,1.0,0.0,0.0,0.0,0.0
Valašské Klobouky,Z,20,39,1,6.4,18643.0,654.3270643136834,0.0,0.0,18643.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Valašské Meziříčí,Z,223,242,6,326.539,453880.0,421.8903997973033,0.0,0.0,151852.42560000002,0.33456513968449814,89.77600000000001,0.00019779677447783557,0.0,0.0,301937.79839999997,0.665237063541024
Vamberk,H,68,51,3,13.987,48737.0,493.9523269795022,0.0,0.0,48737.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Varnsdorf,U,99,113,3,82.7,208562.0,510.59117916974327,106889.7056,0.5125080580355003,101672.2944,0.48749194196449974,0.0,0.0,0.0,0.0,0.0,0.0
Vejprty,U,11,42,1,9.126,31083.0,588.8899999999999,0.0,0.0,31083.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velehrad,Z,5,8,3,1.7020000000000002,5690.0,425.1735641476274,0.0,0.0,5690.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velešín,C,40,44,4,7.401,32802.0,446.09603530272545,0.0,0.0,32802.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velká Bystřice,M,1,1,1,0.09,29.0,623.06,0.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velká Bíteš,J,24,46,4,13.294,31187.0,484.92590438323657,0.0,0.0,15482.865600000001,0.4964525475358323,15704.1344,0.5035474524641678,0.0,0.0,0.0,0.0
Velké Albrechtice,T,3,3,3,0.237,721.0,409.0646047156727,0.0,0.0,721.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Bílovice,B,2,7,2,1.656,3949.0,571.4747961509242,0.0,0.0,3949.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Březno,U,5,9,6,0.7080000000000002,2136.0,432.9783239700374,0.0,0.0,2136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Chvojno,U,2,1,1,0.696,2619.0,312.8,0.0,0.0,0.0,0.0,2454.003,0.937,164.997,0.063,0.0,0.0
Velké Hamry,L,27,49,1,5.82,20089.0,606.5950893523819,19906.1901,0.9909,0.0,0.0,0.0,0.0,182.80990000000003,0.009100000000000002,0.0,0.0
Velké Losiny,M,15,15,2,1.382,4099.0,523.7762112710417,0.0,0.0,4099.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Meziříčí,J,3,4,1,2.526,5023.0,523.25,0.0,0.0,5023.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Němčice,B,1,1,1,1.033,9418.0,159.27,0.0,0.0,0.0,0.0,9418.0,1.0,0.0,0.0,0.0,0.0
Velké Opatovice,B,20,20,10,3.253,10499.0,500.94657491189633,0.0,0.0,10499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velké Přítočno,S,1,2,1,0.15,394.0,413.32,0.0,0.0,394.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velký Karlov,B,88,88,1,1.46,3571.0,425.0,0.0,0.0,0.0,0.0,3571.0,1.0,0.0,0.0,0.0,0.0
Velký Újezd,M,1,1,1,0.24,656.0,668.48,0.0,0.0,656.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Velký Šenov,U,1,1,1,2.27,1373.0,496.17,0.0,0.0,1373.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Verneřice,U,5,5,1,1.2209999999999999,2914.0,630.14,0.0,0.0,2914.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Verušičky,K,1,4,1,0.34,1067.0,676.86,1067.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Veselí nad Lužnicí,C,64,66,1,13.9,29299.0,729.69,375.0272,0.0128,28923.9728,0.9872,0.0,0.0,0.0,0.0,0.0,0.0
Veselí nad Moravou,B,31,63,15,19.29,63114.0,476.28060763063667,0.0,0.0,63114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Veverská Bítýška,B,3,3,3,0.5609999999999999,1393.0,364.139231873654,0.0,0.0,1393.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vidnava,M,2,2,2,0.383,1032.0,751.2248062015503,0.0,0.0,1032.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vigantice,Z,1,1,1,0.07,62.0,781.54,0.0,0.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vilémov,U,2,2,1,0.32,1299.0,649.99,0.0,0.0,0.0,0.0,1299.0,1.0,0.0,0.0,0.0,0.0
Vimperk,C,98,120,3,14.291,50534.0,675.701823326869,0.0,0.0,14180.821399999999,0.280619412672656,35610.9894,0.7046936597142518,742.1892,0.014686927613092177,0.0,0.0
Vintířov,K,12,27,1,0.0,10458.0,488.04,6615.730799999999,0.6325999999999999,66.9312,0.0064,0.0,0.0,0.0,0.0,3775.3379999999997,0.361
Višňová,L,4,5,1,0.32,1299.0,680.0,1299.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vlachovo Březí,C,4,4,1,0.861,2255.0,744.0,0.0,0.0,2255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vlašim,S,56,170,2,20.064,64141.0,676.4724143683447,0.0,0.0,46446.4494,0.7241304220389454,17694.550600000002,0.2758695779610546,0.0,0.0,0.0,0.0
Volary,C,18,46,2,12.39,23369.0,674.1170845992553,11578.438,0.4954614232530275,11790.562,0.5045385767469724,0.0,0.0,0.0,0.0,0.0,0.0
Volyně,C,26,33,2,5.621,13751.0,556.2490604319686,0.0,0.0,11489.0,0.8355028725183623,2262.0,0.1644971274816377,0.0,0.0,0.0,0.0
Votice,S,11,34,2,5.609,26986.0,539.2108975024087,0.0,0.0,26986.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vranovská Ves,B,1,1,1,0.09699999999999999,492.0,282.9,0.0,0.0,492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vratimov,T,45,23,1,16.0,25198.0,469.2,4563.3578,0.18109999999999998,5.0396,0.0002,0.0,0.0,0.0,0.0,20627.0828,0.8186
Vrbice,U,2,2,2,0.19,765.0,552.3357124183007,0.0,0.0,765.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vrbno pod Pradědem,T,12,70,5,10.809,27990.0,503.6080082172204,951.4934,0.0339940478742408,27038.5066,0.9660059521257592,0.0,0.0,0.0,0.0,0.0,0.0
Vrchlabí,H,46,76,5,46.263000000000005,131461.0,477.3110760605808,0.0,0.0,131461.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vsetin,Z,265,411,4,114.357,357090.0,554.1348521101122,64855.0,0.18162087989022374,292235.0,0.8183791201097762,0.0,0.0,0.0,0.0,0.0,0.0
Vsetín,Z,1,1,1,0.111,347.0,408.45,0.0,0.0,347.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vysoké Mýto,E,16,75,6,35.221,85504.0,470.7315370041167,0.0,0.0,85504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vysočany,P,7,7,1,0.5,1756.0,848.3309339407745,0.0,0.0,1756.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vyškov,B,87,101,5,23.035999999999994,80939.0,600.2067156747675,0.0,0.0,79545.0,0.982777153164729,1394.0,0.017222846835271005,0.0,0.0,0.0,0.0
Vyšší Brod,C,14,25,1,3.1,8801.0,626.7269333030338,0.0,0.0,8801.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vítkov,T,27,79,2,8.934999999999999,36019.0,437.85415558455253,0.0,0.0,35937.4531,0.9977360032205225,0.0,0.0,0.0,0.0,81.5469,0.0022639967794774976
Vítkovice,T,62,187,4,211.29,851287.0,391.73871429964277,742356.3422,0.8720400313877693,107205.3922,0.1259333129720059,0.0,0.0,333.0,0.00039117242481090397,1392.2656,0.001635483215413838
Vý,J,1,1,1,0.716,1835.0,266.0,0.0,0.0,2.0185,0.0011,1832.9814999999999,0.9988999999999999,0.0,0.0,0.0,0.0
Výškov,U,1,1,1,0.529,5297.0,250.0,0.0,0.0,0.0,0.0,5297.0,1.0,0.0,0.0,0.0,0.0
Větrný Jeníkov,J,1,1,1,0.82,2166.0,549.34,0.0,0.0,0.0,0.0,2166.0,1.0,0.0,0.0,0.0,0.0
Větřkovice,T,1,1,1,0.5379999999999999,1113.0,278.3,0.0,0.0,0.0,0.0,1113.0,1.0,0.0,0.0,0.0,0.0
Větřní,C,31,93,2,9.718,33452.0,662.5315042448883,0.0,0.0,33452.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vřesová,K,2,4,1,2090.0,1716323.0,222.90628697512065,1085745.9297999998,0.6325999999999999,10984.4672,0.0063999999999999994,0.0,0.0,0.0,0.0,619592.603,0.361
Všehrdy,U,4,5,1,3.4,18197.0,416.98,0.0,0.0,18197.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Všelibice,L,1,1,1,0.29,1950.0,533.57,1950.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zastávka u Brna,B,1,1,1,0.7909999999999999,1932.0,435.19,0.0,0.0,1932.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zašová,Z,2,2,2,0.844,1633.0,386.39260869565226,0.0,0.0,1633.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zbiroh,P,12,25,1,3.975,10492.0,591.1,0.0,0.0,10492.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zbyslavice,T,1,1,1,0.032,114.0,438.74,0.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zbůch,P,1,2,1,0.33,1074.0,430.68,0.0,0.0,1074.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zdíkov,C,6,8,1,1.2,2687.0,521.87,0.0,0.0,0.0,0.0,2203.34,0.8200000000000001,483.66,0.18000000000000002,0.0,0.0
Zlaté Hory,M,21,23,2,5.470000000000001,13966.0,672.3244307604183,0.0,0.0,577.0,0.04131462122297007,13389.0,0.95868537877703,0.0,0.0,0.0,0.0
Zlín,Z,1001,1703,10,652.302,3066767.0,457.0213042627628,2904086.7976,0.9469538434449047,28540.7283,0.00930645474533931,92548.21919999999,0.030177779792204623,1528.481,0.0004984014109973141,40021.6461,0.013050109806190036
Znojmo,B,106,191,7,43.461,117373.0,552.8603814335495,0.0,0.0,115878.4756,0.9872668807988209,0.0,0.0,0.0,0.0,1494.5244,0.012733119201179147
Zruč nad Sázavou,S,47,59,5,13.384,38954.0,555.7059000359397,0.0,0.0,21281.0978,0.5463135441803152,17672.9022,0.45368645581968475,0.0,0.0,0.0,0.0
Zubří,Z,17,37,7,4.799,17986.0,490.0575325252975,0.0,0.0,17986.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zvěřínek,S,3,5,1,4.8,5276.0,836.1000000000001,0.0,0.0,5276.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zábřeh,M,29,44,7,7.56,24207.0,661.1672813648945,0.0,0.0,24207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zákupy,L,8,33,2,4.182,23120.0,582.3420644463667,0.0,0.0,23120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zátor,T,4,8,1,0.62,3416.0,418.76,142.44719999999998,0.041699999999999994,3273.5527999999995,0.9582999999999998,0.0,0.0,0.0,0.0,0.0,0.0
Újezd u Brna,B,1,1,1,0.256,842.0,508.67,0.0,0.0,842.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Úsilov,P,1,1,1,0.662,5120.0,138.0,0.0,0.0,0.0,0.0,5120.0,1.0,0.0,0.0,0.0,0.0
Ústi nad Labem,U,814,1152,6,0.6699999999999999,894124.0,542.3407119929673,883555.6733000001,0.9881802449101021,1595.4449,0.0017843664860802304,1111.2826,0.0012428730243232483,1876.0461,0.0020981945457229645,6074.6948,0.006794018279343805
Ústi nad Labem Povrly,U,8,16,2,2.834,9019.0,544.1321443619028,0.0,0.0,9019.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ústi nad Orlicí,E,9,9,9,1.8850000000000002,5951.0,544.7264863048227,0.0,0.0,5951.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ústí nad Labem,U,1024,1378,6,248.426,3044956.0,353.7759777119932,3012776.7303,0.989431942629056,6378.0201,0.0020946181488336775,2534.0513,0.000832212780742973,5528.8392,0.0018157369761664865,17738.359099999998,0.00582548946520081
Ústí nad Orlicí,E,52,105,16,23.910000000000007,103234.0,391.244503458163,0.0,0.0,103234.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Úštěk,U,9,10,7,1.5450000000000004,3400.0,706.7873529411764,0.0,0.0,3400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Čachovice,S,1,1,1,0.2,635.0,667.23,0.0,0.0,0.0,0.0,635.0,1.0,0.0,0.0,0.0,0.0
