,lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,pocet_odberat,pocet_mist,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
98,Bohušovice nad Ohří - Terezínská 343,U,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.58,455.0,513.58,455.0
99,Bohušovice nad Ohří - Terezínská 345,U,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.64,425.0,518.64,425.0
100,Bohušovice nad Ohří - Terezínská 347,U,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.08,439.0,519.08,439.0
101,Bohušovice nad Ohří - Zahradní 336,U,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.59,547.0,559.59,547.0
102,Bohušovice nad Ohří - Zahradní 357,U,0.0,1.0,0.0,0.0,0.0,0.13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.4,530.0,616.4,530.0
103,Bohušovice nad Ohří - Zahradní 358,U,0.0,1.0,0.0,0.0,0.0,0.13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.39,681.0,529.39,681.0
104,Bohušovice nad Ohří - Zahradní 359,U,0.0,1.0,0.0,0.0,0.0,0.13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.61,693.0,582.61,693.0
105,Bohušovice nad Ohří - Zahradní 360,U,0.0,1.0,0.0,0.0,0.0,0.13,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.28,515.0,615.28,515.0
106,Bochov,K,0.0,0.9448000000000001,0.0,0.0552,0.0,1.88,11,17,0.0,0.0,0.0,0.0,539.35,2098.0,0.0,0.0,0.0,0.0,0.0,0.0,548.49,6727.0,0.0,0.0,0.0,0.0,0.0,0.0,546.3171138810198,8825.0
107,Bojkovice,Z,0.0,1.0,0.0,0.0,0.0,1.274,1,1,0.0,0.0,210.39,10870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.39,10870.0
108,Bolatice,T,0.0,1.0,0.0,0.0,0.0,0.732,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.6,1981.0,665.6,1981.0
109,Boletice u Českého Krumlova č. p. 42,C,0.0,0.0,0.0,0.0,1.0,0.204,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.32,495.0,0.0,0.0,0.0,0.0,0.0,0.0,764.32,495.0
110,Bor,P,0.0,1.0,0.0,0.0,0.0,5.4,28,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.5,13625.0,586.5,3578.0,586.5,17203.0
111,Bor u Tachova - Vysočany,P,0.0,1.0,0.0,0.0,0.0,1.959,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.81,4107.0,559.81,4107.0
112,Borohrádek,H,0.0,1.0,0.0,0.0,0.0,0.816,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.88,1743.0,470.88,1743.0
113,Borohrádek - Jiráskova 497,H,0.7568,0.2432,0.0,0.0,0.0,0.7879999999999999,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614.7,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,614.7,1234.0
114,Borovany - Budějovická 474,C,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.76,341.0,0.0,0.0,682.76,341.0
115,Borovany - Budějovická 475,C,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.52,378.0,0.0,0.0,665.52,378.0
116,Borovany - Budějovická 476,C,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.16,361.0,0.0,0.0,668.16,361.0
117,Borovany - CZT,C,0.0,1.0,0.0,0.0,0.0,2.0,6,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.86,7831.0,0.0,0.0,0.0,0.0,0.0,0.0,574.86,7831.0
118,Borovany - domovní kotelny,C,0.0,1.0,0.0,0.0,0.0,0.8,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457.14,2776.0,457.14,2776.0
119,Borovany - Na Výsluní 18,C,0.0,1.0,0.0,0.0,0.0,0.5,44,4,0.0,0.0,0.0,0.0,341.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,618.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,495.75995807127885,954.0
120,Borovany - základní škola,C,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.06,3433.0,424.06,3433.0
121,Bořetice,B,0.0,0.0,0.9416,0.0584,0.0,0.696,1,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.6,3398.0,0.0,0.0,0.0,0.0,0.0,0.0,211.59999999999997,3398.0
122,Boskovice - 17.listopadu 2185/19,B,0.0,1.0,0.0,0.0,0.0,0.168,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.58,211.0,542.58,211.0
123,Boskovice - CZT,B,0.0,1.0,0.0,0.0,0.0,9.101,27,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.81,21961.0,0.0,0.0,775.8100000000001,21961.0
124,Boskovice - domovní kotelna,B,0.0,1.0,0.0,0.0,0.0,0.048,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.14,175.0,516.14,175.0
125,"Boskovice - Dřevařská 17, kotelna NEMOHOLD",B,0.0,1.0,0.0,0.0,0.0,0.75,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.93,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,622.93,1435.0
126,Boskovice - Komenského 22,B,0.0,1.0,0.0,0.0,0.0,0.19,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443.94,912.0,443.93999999999994,912.0
127,Boskovice - Legionářská 2093/1,B,0.0,1.0,0.0,0.0,0.0,0.225,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.2,612.0,459.19999999999993,612.0
128,Boskovice - Obchodní ulička,B,0.0,1.0,0.0,0.0,0.0,0.3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.33,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,413.33,1650.0
129,Boskovice - Otakara Kubína 179,B,0.0,1.0,0.0,0.0,0.0,4.256,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.7,590.0,0.0,0.0,0.0,0.0,0.0,0.0,512.7,590.0
130,Bouzov,M,0.0,0.0,1.0,0.0,0.0,0.65,1,1,0.0,0.0,322.0,18874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,18874.0
131,Bouzov,M,0.0,0.0,1.0,0.0,0.0,0.0,194,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.25,8815.0,0.0,0.0,477.25,8815.0
132,Braňany,U,1.0,0.0,0.0,0.0,0.0,4.54,10,39,0.0,0.0,0.0,0.0,675.72,5477.0,0.0,0.0,0.0,0.0,0.0,0.0,675.8,9839.0,0.0,0.0,0.0,0.0,0.0,0.0,675.7713920083572,15316.0
133,Brandýs nad Labem - Společenství vlastníků Kralupská čp. 2455,S,0.0,1.0,0.0,0.0,0.0,0.07,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.26,349.0,462.26,349.0
134,Brandýs nad Labem - Stará Boleslav (BD Královická 1399-1400),S,0.0,1.0,0.0,0.0,0.0,0.17300000000000001,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.47,816.0,467.47,816.0
135,Brandýs nad Labem - Stará Boleslav (SV Královická 1407-1408),S,0.0,1.0,0.0,0.0,0.0,0.135,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.7,680.0,488.7,680.0
136,Brandýs nad Labem - Stará Boleslav (Zahradní město - domovní kotelny),S,0.0,1.0,0.0,0.0,0.0,1.5,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.4,6088.0,486.4,6088.0
137,Brandýs nad Labem - Stará Boleslav,S,0.0,1.0,0.0,0.0,0.0,5.857,22,28,0.0,0.0,0.0,0.0,584.95,3215.0,0.0,0.0,0.0,0.0,0.0,0.0,584.95,8887.0,0.0,0.0,0.0,0.0,584.95,4911.0,584.95,17013.0
138,"Brandýs nad Labem - Stará Boleslav, Bytové družstvo Josefa Truhláře čp. 
1193",S,0.0,1.0,0.0,0.0,0.0,0.09699999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.72,408.0,474.72,408.0
139,"Brandýs nad Labem - Stará Boleslav, Bytové družstvo Josefa Truhláře čp. 
1215",S,0.0,1.0,0.0,0.0,0.0,0.09699999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.36,437.0,451.36,437.0
140,"Brandýs nad Labem - Stará Boleslav, sídliště „U nádraží“",S,0.0,1.0,0.0,0.0,0.0,7.8,22,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.19,1538.0,0.0,0.0,530.62,20522.0,0.0,0.0,524.4547533998187,22060.0
141,"Brandýs nad Labem - Stará Boleslav, Společenství vlastníků Josefa 
Truhláře čp. 1194",S,0.0,1.0,0.0,0.0,0.0,0.09699999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.7,440.0,458.7,440.0
142,"Brandýs nad Labem - Stará Boleslav, Společenství vlastníků Josefa 
Truhláře čp. 1214",S,0.0,1.0,0.0,0.0,0.0,0.09699999999999999,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.46,389.0,458.46,389.0
143,"Brandýs nad Labem - Stará Boleslav, Společenství vlastníků Sídliště čp. 
1276",S,0.0,1.0,0.0,0.0,0.0,0.36,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.67,1384.0,375.67,1384.0
144,Brandýs nad Orlicí - V Zahradách 451,E,0.0,1.0,0.0,0.0,0.0,1.182,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.37,2759.0,0.0,0.0,0.0,0.0,0.0,0.0,588.37,2759.0
145,Brandýsek - nelicencované,S,0.0,1.0,0.0,0.0,0.0,0.551,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.06,2532.0,386.06,2532.0
146,Bratronice - nelicencované,S,0.0,1.0,0.0,0.0,0.0,0.345,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.49,502.0,491.49,502.0
147,Brněnec - Moravská Chrastová,E,0.0,0.0,1.0,0.0,0.0,0.545,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,633.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,633.0
148,Brnířov,P,1.0,0.0,0.0,0.0,0.0,0.17600000000000002,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.47,652.0,0.0,0.0,0.0,0.0,0.0,0.0,673.47,652.0
149,Brno,B,0.0,1.0,0.0,0.0,0.0,1.18,2,2,0.0,0.0,383.28,2164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.28,2164.0
150,Brno,B,0.0,1.0,0.0,0.0,0.0,3.65,1,1,0.0,0.0,641.51,6012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.51,6012.0
151,Brno,B,0.0,0.0004,0.0,0.0,0.9995999999999999,92.0,5,7,239.2,991928.0,0.0,0.0,0.0,0.0,255.35,36940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.77984211774492,1028868.0
152,Brno,B,0.0,0.7644,0.0127,0.0,0.223,1079.6760000000002,2098,4079,446.37,1194.0,591.86,32573.0,612.14,35277.0,537.66,1479447.0,611.77,35824.0,612.15,150046.0,634.84,835678.0,634.79,690712.0,632.31,294294.0,568.14,77611.0,591.790169622447,3632656.0
153,Brno - Anenská 2,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,641.59,412.0,0.0,0.0,641.59,412.0
154,Brno - Barvičova 85,B,0.0,1.0,0.0,0.0,0.0,2.32,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,3344.0,425.0,3344.0
155,Brno - Bayerova 2-4,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.29,1337.0,0.0,0.0,640.29,1337.0
156,Brno - Bayerova 27,B,0.0,0.7644,0.0127,0.0,0.223,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.34,2923.0,0.0,0.0,630.34,2923.0
157,Brno - Bayerova 34,B,0.0,0.7644,0.0127,0.0,0.223,0.0,28,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.21,4870.0,666.61,4222.0,0.0,0.0,0.0,0.0,666.61,1965.0,0.0,0.0,669.516936782129,11057.0
158,Brno - Benešova 18,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.38,4018.0,0.0,0.0,530.38,4018.0
159,Brno - Bílého 9,B,0.0,1.0,0.0,0.0,0.0,0.033,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.89,149.0,601.89,149.0
160,"Brno - Bohunice, Netroufalky 797/7",B,0.0,1.0,0.0,0.0,0.0,0.498,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,2057.0,644.0,2057.0
161,Brno - Botanická 3,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.77,472.0,0.0,0.0,650.77,472.0
162,Brno - Botanická 56,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.89,1747.0,0.0,0.0,668.89,1747.0
163,Brno - Bratislavská 59,B,0.0,1.0,0.0,0.0,0.0,0.092,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.73,448.0,630.7300000000001,448.0
164,"Brno - Bratří Žurků 1, 1a, 1b, 1c",B,0.0,1.0,0.0,0.0,0.0,0.442,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528.32,1580.0,528.32,1580.0
165,Brno - Bratří Žůrků 3,B,0.0,1.0,0.0,0.0,0.0,0.099,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.6,801.0,376.6,801.0
166,Brno - Bří Čapků 18,B,0.0,1.0,0.0,0.0,0.0,0.081,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.32,242.0,447.32,242.0
167,Brno - Bří Čapků 20,B,0.0,1.0,0.0,0.0,0.0,0.105,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.02,367.0,467.02,367.0
168,Brno - Campus,B,0.0,1.0,0.0,0.0,0.0,0.804,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.36,2505.0,523.36,2505.0
169,Brno - Cejl 97,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.38,1599.0,0.0,0.0,632.38,1599.0
170,Brno - Cihlářská 40,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.22,507.0,0.0,0.0,699.22,507.0
171,Brno - Čápkova 2a,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.42,243.0,0.0,0.0,794.42,243.0
172,Brno - Černovice - Havraní 1207/18 (K 63),B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.26,330.0,368.26,330.0
173,Brno - Černovice - Havraní 1208/20 (K 64),B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.03,346.0,365.03,346.0
174,Brno - Černovice - Havraní 1209/22 (K 65),B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.63,384.0,375.62999999999994,384.0
175,Brno - Černovice - Pahrbek 1210/19 (K 66),B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.06,422.0,354.06,422.0
176,Brno - Černovice - Pahrbek 1211/21 (K 67),B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.1,381.0,360.1,381.0
177,"Brno - Dolní Heršpice, Vídeňská 117",B,0.0,1.0,0.0,0.0,0.0,17.8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,828.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,828.0
178,Brno - domovní kotelny,B,0.0,1.0,0.0,0.0,0.0,0.855,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.25,3297.0,488.25,3297.0
179,Brno - Drobného 28b,B,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.13,300.0,488.13,300.0
180,Brno - Dusíkova 31,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.32,2953.0,0.0,0.0,612.32,2953.0
181,Brno - Dusíkova 910/19,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.13,2645.0,0.0,0.0,621.13,2645.0
182,Brno - Františkánská 17 (byty+nebyty),B,0.0,1.0,0.0,0.0,0.0,0.147,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.16,479.0,419.16,479.0
183,Brno - Gajdošova 3,B,0.0,1.0,0.0,0.0,0.0,0.82,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.56,2046.0,460.56,2046.0
184,Brno - Grohova 20,B,0.0,1.0,0.0,0.0,0.0,0.098,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.72,421.0,438.7200000000001,421.0
185,Brno - Grohova 34a,B,0.0,1.0,0.0,0.0,0.0,0.09,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.86,417.0,476.86,417.0
186,Brno - Hlaváčkova 5,B,0.0,1.0,0.0,0.0,0.0,0.049,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.9,214.0,486.9,214.0
187,"Brno - Chodská 19/69, Areál VA",B,0.0,0.7644,0.0127,0.0,0.223,0.0,3,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.36,1217.0,0.0,0.0,0.0,0.0,741.28,2122.0,0.0,0.0,741.3091584306678,3339.0
188,Brno - Jakuba Obrovského 1070/21,B,0.0,1.0,0.0,0.0,0.0,0.431,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.35,1948.0,638.35,1948.0
189,Brno - Jakubské nám. 4,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.3,833.0,0.0,0.0,586.3,833.0
190,Brno - Jakubské nám. 6/7,B,0.0,0.7644,0.0127,0.0,0.223,0.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.42,1621.0,0.0,0.0,645.42,1621.0
191,Brno - Jana Uhra 167/9 (K88),B,0.0,1.0,0.0,0.0,0.0,0.068,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,713.91,281.0,713.91,281.0
192,Brno - Jedovnická 6,B,0.0,1.0,0.0,0.0,0.0,0.442,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.39,1650.0,432.39,1650.0
193,"Brno - Jihlavská 14, 16, 18",B,0.0,1.0,0.0,0.0,0.0,4.0,1,1,0.0,0.0,0.0,0.0,431.2,254.0,0.0,0.0,0.0,0.0,0.0,0.0,430.32,361.0,0.0,0.0,0.0,0.0,0.0,0.0,430.68344715447154,615.0
194,Brno - Jihlavská 20/340,B,0.0,1.0,0.0,0.0,0.0,44.725,1,1,0.0,0.0,0.0,0.0,0.0,0.0,369.07,59384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.07,59384.0
195,Brno - Jihomoravské náměsti 2,B,0.0,1.0,0.0,0.0,0.0,2.043,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.58,3271.0,520.58,3271.0
