lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
Praha - Náměstí Míru 3,A,0.0,100.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.87,570.0,437.87,570.0
Praha - Nepilova 903/1 (Rubeška I),A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.32,3120.0,0.0,0.0,764.3200000000002,3120.0
"Praha - Palackého 719/7, Net United",A,0.0,100.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.64,100.0,502.64,100.0
Praha - Paříkova 910/11 a 910/9 (Rubeška II),A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.43,5050.0,0.0,0.0,732.43,5050.0
Praha - plynové kotelny 1 (soukromé),A,0.0,100.0,0.0,0.0,0.0,0.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.45,3000.0,543.45,3000.0
Praha - plynové kotelny 2 (soukromé),A,0.0,100.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.29,5060.0,567.29,5060.0
Praha - Podolská 104,A,0.0,100.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,620.0,612.0,620.0
Praha - Podolská 106,A,0.0,100.0,0.0,0.0,0.0,0.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,620.0,610.0,620.0
Praha - Práchnerova 642,A,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.58,632.0,436.58,632.0
Praha - pražská teplárenská soustava,A,88.52,3.84,0.0,0.0,7.64,830.035,0.0,0.0,0.0,0.0,0.0,0.0,555.64,3728729.0,685.16,2351530.0,672.34,971351.0,0.0,0.0,695.59,2063200.0,0.0,0.0,0.0,0.0,633.1700491507777,9114810.0
Praha - Radlická 48,A,0.0,100.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.71,510.0,692.71,510.0
Praha - Rubešova 1,A,0.0,100.0,0.0,0.0,0.0,0.09699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.09,350.0,434.09,350.0
"Praha - Řepy, Hořovského 525/7",A,0.0,100.0,0.0,0.0,0.0,0.24,0.0,0.0,381.33,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.33,1450.0
Praha - Sabinova 4,A,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.68,360.0,478.67999999999995,360.0
Praha - Slezská 62,A,0.0,100.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.58,1100.0,384.58,1100.0
Praha - Školská 1478,A,0.0,100.0,0.0,0.0,0.0,0.16399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,610.0,650.0,610.0
Praha - Štefánikova 19/217,A,0.0,100.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436.64,870.0,436.64,870.0
Praha - Štěpánská 612/16,A,0.0,100.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.21,106.0,716.21,106.0
Praha - Štěpánská 63 (MZe),A,0.0,100.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.48,794.0,504.48,794.0
Praha - Těšnov (MZe),A,0.0,100.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.14,10506.0,374.14,10506.0
Praha - TK Valtínovská,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.0,660.0,0.0,0.0,878.0,660.0
Praha - Uhříněves,A,0.0,100.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.59,2545.0,689.59,2545.0
Praha - Ve Smečkách 33 (MZe),A,0.0,100.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.85,4202.0,406.85,4202.0
Praha - VEPA,A,0.0,100.0,0.0,0.0,0.0,522.41,0.0,0.0,0.0,0.0,0.0,0.0,586.52,436408.0,712.48,197605.0,684.97,78897.0,678.36,950374.0,711.63,185524.0,0.0,0.0,0.0,0.0,663.9488034506556,1848808.0
"Praha - Vinoř, Bytové družstvo Uherská čp. 624",A,0.0,100.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1660.0,498.0,1660.0
Praha 1 - Anenské náměs(cid:417) 2,A,0.0,100.0,0.0,0.0,0.0,2.8,0.0,0.0,444.35,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.35,2900.0,0.0,0.0,444.35,1500.0,0.0,0.0,444.35,4680.0
"Praha 1 - Hradčany, Diskařská 294/1",A,0.0,100.0,0.0,0.0,0.0,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.0,494.0,418.0,494.0
"Praha 1 - Josefov, Elišky Krásnohorské 12/5",A,0.0,100.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,421.0,460.0,421.0
"Praha 1 - Legerova 57/75, Státní opera",A,0.0,100.0,0.0,0.0,0.0,6.52,0.0,0.0,489.46,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.46,19000.0
"Praha 1 - Legerova 57/75, Státní opera - chlad",A,0.0,0.0,0.0,0.0,100.0,1.876,0.0,0.0,799.84,2790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.84,2790.0
"Praha 1 - Malá Strana, Dražického náměstí 64/9",A,0.0,100.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,464.0,352.0,464.0
"Praha 1 - Malá Strana, G063 - MŠ Hellichova 300/13",A,0.0,100.0,0.0,0.0,0.0,0.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.72,519.0,545.72,519.0
"Praha 1 - Malá Strana, Karmelitská 373/25",A,0.0,100.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.79,1519.0,630.79,1519.0
"Praha 1 - Malá Strana, Mostecká 58/2",A,0.0,100.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0,1003.0,322.0,1003.0
"Praha 1 - Malá Strana, Újezd 450/40",A,0.0,100.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,5300.0
Praha 1 - Národní 25,A,0.0,100.0,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.89,4029.0,348.89,4029.0
"Praha 1 - Nové Město, G059 - MŠ Pštrossova 204/11",A,0.0,100.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.71,610.0,545.71,610.0
"Praha 1 - Nové Město, Havlíčkova 1030/1",A,0.0,100.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.99,1368.0,632.99,1368.0
"Praha 1 - Nové Město, Jindřišská 966/36;G053 Gymnázium Prof. J.P.",A,0.0,100.0,0.0,0.0,0.0,0.5479999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.01,2187.0,515.01,2187.0
"Praha 1 - Nové Město, Křemencova 179/12",A,0.0,100.0,0.0,0.0,0.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.1,1712.0,447.1,1712.0
"Praha 1 - Nové Město, Navrátilova 1442/15",A,0.0,100.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.92,765.0,451.91999999999996,765.0
"Praha 1 - Nové Město, Ostrovní 2070/9",A,0.0,100.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.91,550.0,488.91,550.0
"Praha 1 - Nové Město, Pštrossova 202/15",A,0.0,100.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.64,532.0,480.64,532.0
"Praha 1 - Nové Město, Štěpánská 644/35",A,0.0,100.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.47,1162.0,466.47,1162.0
"Praha 1 - Nové Město, U Půjčovny 1274/9",A,0.0,100.0,0.0,0.0,0.0,0.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.38,900.0,519.38,900.0
"Praha 1 - Nové Město, Václavské nám. 846/1",A,0.0,100.0,0.0,0.0,0.0,2.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.95,8560.0,0.0,0.0,0.0,0.0,0.0,0.0,376.95,8560.0
"Praha 1 - Nové Město, Vodičkova 681/18",A,0.0,100.0,0.0,0.0,0.0,0.9890000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546.83,5486.0,546.83,5486.0
"Praha 1 - Nové Město, Vodičkova 710/31",A,0.0,100.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414.8,4684.0,414.8,4684.0
"Praha 1 - Ovocný trh 6, Stavovské divadlo",A,0.0,70.0,0.0,0.0,30.0,2.3,0.0,0.0,601.63,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.63,1300.0
"Praha 1 - Ovocný trh 6, Stavovské divadlo - chlad",A,0.0,0.0,0.0,0.0,100.0,0.634,0.0,0.0,856.12,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.12,300.0
Praha 1 - Petrská 1158,A,0.0,100.0,0.0,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.39,771.0,574.39,771.0
Praha 1 - Poli(cid:415)ckých vězňů 912/10,A,0.0,100.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,1258.0,644.0,1258.0
"Praha 1 - Staré Město, Celetná 556/8",A,0.0,100.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.52,676.0,728.52,676.0
"Praha 1 - Staré Město, Dlouhá 705/16",A,0.0,100.0,0.0,0.0,0.0,0.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.9,832.0,615.9,832.0
"Praha 1 - Staré Město, Dušní 927/3",A,0.0,100.0,0.0,0.0,0.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.48,759.0,722.4800000000001,759.0
"Praha 1 - Staré Město, Husova 234/8",A,0.0,100.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.77,1200.0,605.77,1200.0
"Praha 1 - Staré Město, Malé náměstí 5/9",A,0.0,100.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.76,777.0,447.76000000000005,777.0
"Praha 1 - Staré Město, Masná 700/13;G064 Masná",A,0.0,100.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.16,906.0,509.16,906.0
"Praha 1 - Staré Město, Provaznická 385/3",A,0.0,100.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.06,814.0,649.06,814.0
"Praha 1 - Staré Město, Provaznická 399/11",A,0.0,100.0,0.0,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.66,1000.0,505.66,1000.0
"Praha 1 - Voršilská 130/10, Atkins",A,0.0,100.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.07,980.0,397.07,980.0
Praha 10 - BD Za Návsí 2450/11,A,0.0,100.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.4,2151.0,0.0,0.0,0.0,0.0,0.0,0.0,603.4,2151.0
Praha 10 - Černokostelecká 2020,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,751.25,1457.0,0.0,0.0,751.25,1457.0
Praha 10 - Harlacherova 3319,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.65,694.0,0.0,0.0,750.65,694.0
"Praha 10 - Harlacherova 3320/6, 8",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.93,1237.0,0.0,0.0,780.93,1237.0
Praha 10 - Harlacherova 3321,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.49,490.0,0.0,0.0,898.49,490.0
"Praha 10 - K Rybníčkům 282/19, Rybníčky",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.18,4400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.18,4400.0
Praha 10 - Kodaňská 1392,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.28,1033.0,0.0,0.0,659.28,1033.0
Praha 10 - Limuzská,A,0.0,100.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.45,3291.0,648.45,3291.0
Praha 10 - Malešice,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.1,1960.0,0.0,0.0,765.1,1960.0
Praha 10 - Malešice,A,0.02,1.3,0.0,0.0,98.68,116.0,85.39,847000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.39,847000.0
"Praha 10 - Malešice, Akademická 688/1",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.62,826.0,0.0,0.0,950.62,826.0
"Praha 10 - Malešice, Akademická 696/3",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.8,574.0,0.0,0.0,931.8,574.0
"Praha 10 - Malešice, Černokostelecká 118/569",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.14,3540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.14,3540.0
"Praha 10 - Malešice, Nad Úžlabinou",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.49,6500.0,0.0,0.0,714.49,6500.0
"Praha 10 - Malešice, Počernická 699",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.97,6288.0,0.0,0.0,742.97,6288.0
"Praha 10 - Malešice, Rektorská 577",A,0.0,100.0,0.0,0.0,0.0,2.74,0.0,0.0,317.42,4553.0,317.42,3160.0,0.0,0.0,0.0,0.0,0.0,0.0,317.42,3050.0,0.0,0.0,0.0,0.0,0.0,0.0,317.42,10763.0
"Praha 10 - Malešice, Zelený vrch - Univerzitní 683/2 ,Univerzitní 684/6 
,Univerzitní 685/10 ,Univerz",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.36,3713.0,0.0,0.0,728.36,3713.0
Praha 10 - Murmanská,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,717.19,3800.0,0.0,0.0,717.19,3800.0
"Praha 10 - Pitkovice, Žampiónová 173",A,0.0,100.0,0.0,0.0,0.0,0.48,0.0,0.0,600.37,1042.0,600.37,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.37,2004.0
Praha 10 - plynové kotelny v majetku MČ,A,0.0,100.0,0.0,0.0,0.0,2.713,0.0,0.0,0.0,0.0,457.81,695.0,0.0,0.0,0.0,0.0,0.0,0.0,457.81,1715.0,0.0,0.0,0.0,0.0,457.81,7277.0,457.81000000000006,9687.0
Praha 10 - Práčská 3315,A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.54,1771.0,0.0,0.0,741.54,1771.0
"Praha 10 - Strašnice, Dubečská 900/10",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913.3,784.0,0.0,0.0,913.3,784.0
"Praha 10 - Strašnice, Hostýnská 2100/2",A,0.0,100.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.45,324.0,484.45,324.0
"Praha 10 - Strašnice, Michelangelova 3368/22",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.62,173.0,0.0,0.0,950.62,173.0
"Praha 10 - Strašnice, U Kombinátu 440",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,679.31,1023.0,0.0,0.0,679.31,1023.0
"Praha 10 - Strašnice, V Olšinách 3401/92",A,0.0,100.0,0.0,0.0,0.0,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0,765.0,441.0,765.0
"Praha 10 - Uhříněves, Jindřicha Bubeníčka 1599/13",A,0.0,100.0,0.0,0.0,0.0,0.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.51,3696.0,0.0,0.0,620.51,3696.0
"Praha 10 - Uhříněves, K Dálnici 181 (A)",A,0.0,100.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.57,4493.0,0.0,0.0,578.57,4493.0
"Praha 10 - Uhříněves, K Dálnici 181 (I)",A,0.0,100.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.61,3744.0,0.0,0.0,632.61,3744.0
"Praha 10 - Uhříněves, Ke Kříži 1610/16",A,0.0,100.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.43,4303.0,0.0,0.0,586.43,4303.0
"Praha 10 - Uhříněves, Ke Kříži 1636/12",A,0.0,100.0,0.0,0.0,0.0,0.9590000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.48,3499.0,0.0,0.0,507.48,3499.0
"Praha 10 - Uhříněves, Penízovková 199 (P)",A,0.0,100.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897.94,1575.0,0.0,0.0,897.94,1575.0
"Praha 10 - Vinohrady, Benešovská 2398/42",A,0.0,100.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.53,828.0,510.53,828.0
"Praha 10 - Vršovice, G035 - ISS Vršovická, Vršovická 564/43",A,0.0,100.0,0.0,0.0,0.0,0.628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.49,2287.0,574.49,2287.0
"Praha 10 - Vršovice, Kodaňská 1441/46",A,88.52,3.84,0.0,0.0,7.64,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.65,18218.0,0.0,0.0,543.65,18218.0
"Praha 10 - Vršovice, Kodaňská 44/875",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.93,1380.0,0.0,0.0,626.93,1380.0
"Praha 10 - Vršovice, Petrohradská 1570/5",A,0.0,100.0,0.0,0.0,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.11,2306.0,659.11,2306.0
"Praha 10 - Vršovice, V Předpolí 1452",A,88.52,3.84,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.92,2542.0,789.92,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.92,4514.0
