obec,kraj,vykon,teplo_mnozstvi,teplo_cena,uhli,plyn,biomasa,olej,ostatni,pod_uhli,pod_plyn,pod_biomasa,pod_olej,pod_ostatni
Světlá Hora,T,1.23,3520.0,497.6988636363636,0.0,3520.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Světlá nad Sázavou,J,15.739999999999998,85542.0,419.08238198779543,0.0,85542.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Světlá pod Ještědem,L,0.402,1140.0,817.28,0.0,0.0,0.0,1140.0,0.0,0.0,0.0,0.0,1.0,0.0
Sázava,S,33.35,17030.0,676.790728126835,0.0,17030.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tachov,P,22.63,85992.0,565.9682621639222,0.0,85992.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tanvald,L,23.823999999999998,73426.0,399.2800378612481,0.0,73426.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tatce,S,0.22,460.0,839.34,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,1.0,0.0
Tašovice,K,0.226,1139.0,593.8209745390693,0.0,1139.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Telč,J,0.708,4956.0,451.67555084745766,0.0,4956.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Temelín,C,6324.0,410770.0,206.83933831584585,0.0,0.0,0.0,0.0,410770.0,0.0,0.0,0.0,0.0,1.0
Teplice,U,15.243,29832.0,571.9829096272459,2731.65,20607.25,0.0,0.0,6493.1,0.09156777956556718,0.6907766827567713,0.0,0.0,0.21765553767766158
Teplice Bílina,U,1.046,739061.0,540.7707172750287,674393.1625,64667.8375,0.0,0.0,0.0,0.9125,0.08750000000000001,0.0,0.0,0.0
Teplice nad Metují,H,0.72,3924.0,623.7416411824669,0.0,3924.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Terezín,U,2.811,6861.0,634.9221119370353,0.0,6861.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tisová,K,801.523,567057.0,425.2579517755711,562075.5692,4761.4308,220.0,0.0,0.0,0.9912152908790475,0.008396741068358207,0.00038796805259436,0.0,0.0
Tišnov,B,15.867999999999999,58792.0,540.908974520343,0.0,58792.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Toužim,K,7.962999999999999,32044.0,455.3458045187866,0.0,32044.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tovačov,M,1.162,3610.0,508.00999999999993,0.0,3610.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Trhové Sviny,C,14.7,27000.0,660.0,0.0,0.0,27000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trmice,U,474.4,3000581.0,256.89761142925323,2981375.0,192.0,0.0,0.0,19013.999999999996,0.9935992396139282,6.398760773330232e-05,0.0,0.0,0.006336772778338594
Trutnov,H,0.32,20110.0,687.1063401292889,11791.186,32.559,5548.763,4.021999999999999,2733.47,0.5863344604674291,0.0016190452511188461,0.2759205867727499,0.00019999999999999996,0.13592590750870212
Tupadly,S,1.126,5000.0,198.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Turnov,L,21.275,56423.0,562.8171355652837,0.0,56423.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tušimice,U,2037.6,561193.0,253.23645768924416,561193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tábor,C,211.072,566495.0,632.4924575503755,547249.5066,7213.971900000001,2500.0,9531.5215,0.0,0.966027072789698,0.012734396420091972,0.004413101616077812,0.016825429174132166,0.0
Týn nad Vltavou,C,0.0,110500.0,526.9251583710408,0.0,0.0,0.0,0.0,110500.0,0.0,0.0,0.0,0.0,1.0
Týnec nad Sázavou,S,25.057,40000.0,503.0,0.0,40000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Týniště nad Orlicí,H,4.073,12739.0,623.8384025433708,0.0,12739.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Třebelovice,J,0.496,1850.0,452.84,0.0,1850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Třeboň,C,1.651,21067.0,293.1776427588171,0.0,5067.0,16000.0,0.0,0.0,0.0,0.24051834622869891,0.7594816537713011,0.0,0.0
Třebíč,J,100.936,671817.0,392.3531566036585,0.0,30370.0,641447.0,0.0,0.0,0.0,0.045205762878879216,0.9547942371211208,0.0,0.0
Třemošnice,E,0.6359999999999999,2568.0,466.02661993769476,0.0,2568.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Třemošná,P,6.5,15000.0,567.04,0.0,15000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Třešť,J,2.65,12831.0,618.27,0.0,12831.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Třinec,T,612.64,1962129.0,317.09344594060843,927105.9524999999,32767.5543,0.0,0.0,1002255.4932000001,0.4724999999999999,0.0167,0.0,0.0,0.5108
Třinecko,T,13.37,40000.0,520.0,0.0,40000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uherské Hradiště,Z,35.64300000000001,186529.0,589.4770123144391,147996.0,38533.0,0.0,0.0,0.0,0.7934208621715658,0.20657913782843418,0.0,0.0,0.0
Uherský Brod,Z,22.785,54914.0,604.6673037840986,0.0,54914.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uherský Ostroh,Z,13.34,127410.0,167.2021411192214,0.0,0.0,127410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Uhlířské Janovice,S,2.012,1876.0,608.0,1876.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Unhošť,S,1.5290000000000001,4480.0,395.0675,0.0,4480.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Uničov,M,20.673,67980.0,638.1585701676964,0.0,67386.9,593.1,0.0,0.0,0.0,0.9912753751103265,0.008724624889673434,0.0,0.0
Vacov,C,0.74,1480.0,852.6356756756757,1000.0,0.0,0.0,480.0,0.0,0.6756756756756757,0.0,0.0,0.32432432432432434,0.0
Valašská Bystřice,Z,1.0,6000.0,426.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Valašské Klobouky,Z,6.396,20056.0,650.1,0.0,20056.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Valašské Meziříčí,Z,326.433,454655.0,410.2392708097348,0.0,171351.1171,72.35600000000001,0.0,283213.4379,0.0,0.3768816291473755,0.00015914484609209182,0.0,0.6229194397950094
Vamberk,H,13.987,47977.0,492.85691539696097,0.0,47977.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Varnsdorf,U,26.84,137496.0,605.2551494588934,0.0,137496.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vejprty,U,9.128,32500.0,576.6,0.0,32500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velehrad,Z,1.6800000000000002,6310.0,432.02635499207605,0.0,6310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velešín,C,7.391,34398.0,483.9062561776848,0.0,34398.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velká Bystřice,M,0.09,482.0,829.44,0.0,482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velká Bíteš,J,13.16,35829.0,460.319277400988,0.0,15106.2688,20722.731200000002,0.0,0.0,0.0,0.4216212788523263,0.5783787211476737,0.0,0.0
Velké Albrechtice,T,0.22899999999999998,980.0,448.0826530612245,0.0,980.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Bílovice,B,1.428,4100.0,563.6239024390244,0.0,4100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Březno,U,0.354,2145.0,438.37646153846157,0.0,2145.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Chvojno,U,0.696,2000.0,277.2,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Velké Hamry,L,2.91,19945.0,575.1259964903485,0.0,0.0,14579.795,5365.205,0.0,0.0,0.0,0.731,0.269,0.0
Velké Losiny,M,1.382,4730.0,502.48365750528546,0.0,4730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Meziříčí,J,2.526,5170.0,522.5,0.0,5170.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Němčice,B,1.033,20000.0,75.0,0.0,0.0,20000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Velké Opatovice,B,3.203,10960.0,495.1942791970803,0.0,10960.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Popovice,S,0.19899999999999998,783.0,805.85,0.0,783.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velké Přítočno,S,0.15000000000000002,435.0,469.86517241379306,0.0,435.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velký Karlov,B,1.46,3800.0,427.0,0.0,0.0,3800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Velký Újezd,M,0.24,742.0,665.32,0.0,742.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Velký Šenov,U,2.27,1200.0,474.6,0.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Verneřice,U,1.2209999999999999,2700.0,620.0,0.0,2700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Verušičky,K,0.4,2500.0,500.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Veselí nad Lužnicí,C,11.626000000000001,28200.0,698.62,0.0,28200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Veselí nad Moravou,B,15.47,61657.0,512.6281460337026,0.0,61657.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Veverská Bítýška,B,0.5609999999999999,1380.0,424.0605797101449,0.0,1380.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vidnava,M,0.383,1336.0,628.3032634730538,0.0,1336.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vigantice,Z,0.07,240.0,481.25,0.0,240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vilémov,U,0.32,1480.0,621.77,0.0,0.0,1480.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Vimperk,C,13.297000000000002,52556.0,656.7588598827917,0.0,13591.2,38964.8,0.0,0.0,0.0,0.2586041555673948,0.7413958444326053,0.0,0.0
Vin,K,0.0,10800.0,504.0,10486.8,0.0,0.0,0.0,313.2,0.971,0.0,0.0,0.0,0.028999999999999998
Višňová,L,0.32,1390.0,680.0,1390.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vlachovo Březí,C,0.861,2307.0,698.5,0.0,2307.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vlašim,S,19.884,67734.0,670.4909292231378,0.0,47868.742,19865.258,0.0,0.0,0.0,0.7067165972775858,0.29328340272241415,0.0,0.0
Vojtanov,K,0.162,372.0,832.29,0.0,0.0,0.0,372.0,0.0,0.0,0.0,0.0,1.0,0.0
Volary,C,12.36,24050.0,666.6694386694387,14625.0,9425.0,0.0,0.0,0.0,0.6081081081081081,0.3918918918918919,0.0,0.0,0.0
Volyně,C,5.621,12510.0,599.6183117505993,0.0,11150.656,1359.344,0.0,0.0,0.0,0.8913394084732215,0.10866059152677858,0.0,0.0
Votice,S,5.609,29830.0,557.0551411330874,0.0,29830.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vranovská Ves,B,0.047,500.0,292.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vratimov,T,16.0,30173.0,547.8,4181.9778,6.0346,0.0,0.0,25984.987600000004,0.1386,0.0002,0.0,0.0,0.8612000000000002
Vrbice,U,0.19,779.0,625.389512195122,0.0,779.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vrbno pod Pradědem,T,10.748999999999999,31600.0,562.6645569620254,1000.0,30600.0,0.0,0.0,0.0,0.03164556962025317,0.9683544303797469,0.0,0.0,0.0
Vrchlabí,H,46.31,140521.0,518.0129248297408,0.0,140521.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vsetín,Z,119.322,363169.0,544.0922622250247,62540.0,300629.0,0.0,0.0,0.0,0.1722063281832976,0.8277936718167024,0.0,0.0,0.0
Vysoké Mýto,E,35.144000000000005,142815.0,476.1141151139586,0.0,142815.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vysočany,P,0.5,1820.0,803.2307692307693,0.0,1820.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vyškov,B,20.077999999999996,81463.0,622.7138007438961,0.0,79795.0,1668.0,0.0,0.0,0.0,0.9795244466813154,0.020475553318684555,0.0,0.0
Vyšší Brod,C,3.1,9405.0,677.5939393939394,0.0,9405.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vítkov,T,9.153,36230.0,440.11440794921333,0.0,36230.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vítkovice,L,72.066,399895.0,473.1270160167043,142362.198,233355.76900000003,0.0,569.8335,23607.199500000002,0.3559989447229898,0.5835426024331388,0.0,0.0014249578014228733,0.05903349504244865
Vý,J,0.792,2000.0,255.0,0.0,12.2,1987.8,0.0,0.0,0.0,0.0060999999999999995,0.9939,0.0,0.0
Výškov,U,0.529,5500.0,250.0,0.0,0.0,5500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Větrný Jeníkov,J,0.82,2500.0,499.4,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Větřkovice,T,0.5379999999999999,550.0,402.5,0.0,0.0,550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Větřní,C,9.718,33063.0,646.1099307382875,0.0,33063.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Vřesová,K,1669.0,1698500.0,232.78,1649243.5,0.0,0.0,0.0,49256.5,0.971,0.0,0.0,0.0,0.029
Všehrdy,U,3.4,1556.0,405.99000000000007,0.0,1556.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Všelibice,L,0.29,1702.0,494.0,1702.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Zastávka u Brna,B,0.7909999999999999,2000.0,477.33,0.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zašová,Z,0.844,1870.0,395.0355614973262,0.0,1870.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zbiroh,P,3.975,11464.0,565.4,0.0,11464.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zbyslavice,T,0.032,130.0,463.79,0.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zbůch,P,1.73,1250.0,465.564,0.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zdíkov,C,1.2,2650.0,535.06,0.0,0.0,2332.0,318.0,0.0,0.0,0.0,0.88,0.12,0.0
Zlaté Hory,M,5.470000000000001,14100.0,724.3829787234042,0.0,600.0,13500.0,0.0,0.0,0.0,0.0425531914893617,0.9574468085106383,0.0,0.0
Zlín,Z,651.878,3117600.0,498.82444607069544,2705773.5919000003,260430.5858,103932.43569999999,1387.0160999999998,46076.3705,0.8679027431036695,0.08353559975622274,0.033337322202976645,0.0004448986720554272,0.0147794362650757
Znojmo,B,44.488,117100.0,567.137679675491,0.0,117100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zruč nad Sázavou,S,13.462,41153.0,564.0769154132141,0.0,21434.5,19718.5,0.0,0.0,0.0,0.5208490268024203,0.47915097319757977,0.0,0.0
Zubří,Z,3.8189999999999995,19380.0,507.41902476780194,0.0,19380.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zábřeh,M,6.984999999999999,18874.0,691.8626417293632,0.0,18874.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zákupy,L,4.176,21083.0,532.2607143195941,0.0,21083.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Zátor,T,0.62,3600.0,462.0,108.0,3492.0,0.0,0.0,0.0,0.03,0.97,0.0,0.0,0.0
Újezd u Brna,B,0.318,1000.0,431.13,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ús,U,283.0059999999999,637346.0,418.9006993061854,392000.0,245346.0,0.0,0.0,0.0,0.6150505376985186,0.38494946230148147,0.0,0.0,0.0
Úsilov,P,0.662,4500.0,176.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ústí nad Labem,U,1.396,3250222.0,426.94396798434076,3193075.0737,34268.5215,216.0,0.0,22897.1534,0.9824175313870868,0.01054344026346508,6.645699893730336e-05,0.0,0.00704479675542163
Ústí nad Labem Povrly,U,0.44799999999999995,2270.0,574.93,0.0,2270.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ústí nad Orlicí,E,6.855999999999999,46811.0,284.24085492726067,0.0,46811.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Úvalno,T,0.58,400.0,391.6,0.0,0.0,400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Úštěk,U,1.3330000000000002,2950.0,691.8983050847457,0.0,2950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Čachovice,S,0.21,750.0,711.7,0.0,0.0,750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Čechtice,S,1.22,13000.0,171.6,0.0,0.0,13000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Čeladná,T,1.645,6309.0,552.258487874465,0.0,6309.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Čelákovice,S,17.142,63400.0,596.1187223974763,0.0,63400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Černovice,P,0.45,2400.0,478.5,0.0,2400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Černošice,S,1.04,3113.0,433.87,0.0,3113.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Černožice nad Labem,H,33.6,256000.0,449.0,256000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Černá Hora,B,0.526,1100.0,412.1,0.0,1100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Červená Voda,E,3.005,14040.0,442.72062678062673,0.0,14040.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Červený Kostelec,H,3.057,8300.0,616.9352530120482,0.0,8300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Česká Lípa,L,80.26199999999999,371986.0,523.8468528654304,0.0,371986.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Česká Metuje,H,1.35,6000.0,200.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Česká Třebová,E,18.429000000000002,76020.0,448.9505124967114,0.0,76020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Česká Ves,M,1.3719999999999999,5370.0,465.7199441340782,0.0,5370.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
České Budějovice,C,457.79200000000003,1586900.0,555.1931003402862,1422100.1839,26181.838900000002,0.0,0.0,138776.21689999997,0.8961498417669671,0.016498732686369654,0.0,0.0,0.08745114178587181
České Meziříčí,H,54.01,70.0,168.0,70.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
České Velenice,C,2.3,42020.0,438.4926237505949,0.0,0.0,42020.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Český Brod,S,6.327000000000001,16287.0,598.3420519432676,0.0,16287.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Český Dub,L,3.5,9650.0,613.3554404145078,0.0,9650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Český Krumlov,C,54.369000000000014,162795.0,468.02014429190075,0.0,51045.0,111750.0,0.0,0.0,0.0,0.3135538560766608,0.6864461439233391,0.0,0.0
Český Těšín,T,42.190000000000005,135605.0,593.6017023708566,0.0,135605.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Český Těšín DIN,T,3.17,8929.0,637.67,0.0,8929.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Čestlice,S,5.422000000000001,5396.0,468.05000000000007,0.0,5396.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Čáslav,S,21.26,95536.0,324.45842404957295,0.0,29536.0,66000.0,0.0,0.0,0.0,0.30916094456539944,0.6908390554346006,0.0,0.0
Čáslavice,J,0.605,1400.0,200.0,0.0,0.0,1400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Čížkovice,U,0.217,800.0,665.29,0.0,800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Řevnice,S,0.32,1500.0,527.74,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Říčany,S,2.121,13035.0,502.7471469121596,0.0,5480.0,7555.0,0.0,0.0,0.0,0.4204065976217875,0.5795934023782126,0.0,0.0
Říčany u Prahy,S,3.3360000000000003,9081.0,530.948460521969,0.0,9081.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Šenov,T,1.1340000000000001,1996.0,580.59,0.0,1996.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Šenov DIN,T,0.35200000000000004,1333.0,610.61,0.0,1333.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ševětín,C,0.135,555.0,467.75,0.0,555.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Škvorec,S,0.5479999999999999,2369.0,572.54,0.0,2369.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Šlapanice,S,1.515,7672.0,324.0872184567258,0.0,2092.0,5250.0,330.0,0.0,0.0,0.2726798748696559,0.6843065693430657,0.04301355578727842,0.0
Šternberk,M,18.938999999999997,64591.0,568.7276586521342,0.0,61591.0,3000.0,0.0,0.0,0.0,0.9535539006982396,0.04644609930176031,0.0,0.0
Štramberk,T,1.7640000000000002,8036.0,411.58479342956696,0.0,8036.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ště,U,661.85,1181681.0,125.23610312766306,217192.96779999998,14062.0039,948417.1706000001,2008.8577000000002,0.0,0.1838,0.011899999999999999,0.8026000000000001,0.0017000000000000001,0.0
Štěnovice,P,0.653,2350.0,632.04,0.0,1175.0,1175.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
Štěpánkovice,T,0.81,1500.0,475.0,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Štětí,U,0.0,149629.0,515.1441838814668,27501.8102,1780.5850999999998,120092.2354,254.3693,0.0,0.1838,0.011899999999999999,0.8026,0.0017000000000000001,0.0
Šumperk,M,63.65200000000001,211992.0,484.47762896713095,0.0,190106.647,21885.353000000003,0.0,0.0,0.0,0.8967633071059286,0.10323669289407149,0.0,0.0
Žalhostice,U,0.424,1152.0,500.49,0.0,1152.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Žamberk,E,12.186,34000.0,462.97705882352943,0.0,22000.0,12000.0,0.0,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,0.0
Žatec,U,36.8,196488.0,535.5634237205326,50222.3328,0.0,146246.01840000003,19.6488,0.0,0.2556,0.0,0.7443000000000002,0.0001,0.0
Ždírec,J,0.893,1500.0,189.09,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ždírec nad Doubravou,J,38.023,17614.0,305.7619507210174,0.0,1614.0,16000.0,0.0,0.0,0.0,0.09163165663676621,0.9083683433632338,0.0,0.0
Žebrák,S,0.27,950.0,688.27,0.0,950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Železná Ruda,P,4.533,10909.0,630.5049958749656,0.0,10909.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Železné,B,0.087,155.0,488.5,0.0,155.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Žernůvka,B,0.3,1200.0,530.89,0.0,1200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Židlochovice,B,0.863,3420.0,468.6,0.0,3420.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Žihle,P,0.8140000000000001,1000.0,94.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Žinkovy,P,0.49,3000.0,449.9,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Žlutice,K,7.9,25500.0,569.02,0.0,0.0,25500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Žďár nad Sázavou,J,102.696,503789.0,402.09289879294704,421777.5888,40249.4408,17890.5648,0.0,23871.405600000002,0.8372107942015408,0.079893449043151,0.03551201951610694,0.0,0.047383737239201335
