obec,kraj,vykon,teplo_mnozstvi,teplo_cena,uhli,plyn,biomasa,olej,ostatni,pod_uhli,pod_plyn,pod_biomasa,pod_olej,pod_ostatni
Hrádek u Rokycan,P,2.8890000000000002,7137.0,562.997336415861,0.0,7137.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hulín,Z,6.3660000000000005,23700.0,528.02,0.0,22989.0,711.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0
Humpolec,J,11.277999999999999,51931.0,452.31101846681173,0.0,51931.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Husinec,C,10.129,18297.0,599.1720888670274,0.0,18297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Husinec u Řeže,S,1.268,11665.0,327.8,0.0,11665.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Hustopeče,B,6.2059999999999995,14551.0,574.2968737543813,0.0,14551.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Huzová,M,0.45799999999999996,3300.0,490.0,1650.0,0.0,1650.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Hříšice,C,1.237,1500.0,259.9,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Ivančice,B,12.960999999999999,47128.0,588.6618358512986,0.0,47128.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jablonec nad Nisou,L,36.574000000000005,196271.0,552.8372560388443,0.0,196271.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jablunkov,T,3.7649999999999997,27121.0,397.1720806754913,0.0,27121.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jamartice,T,0.08,700.0,341.0,700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Janov nad Nisou,L,0.165,450.0,858.0062222222222,0.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0
Janovice,T,0.21,1300.0,374.0,1300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Janské Lázně,H,0.32,2090.0,639.066985645933,1119.69,3.135,526.845,440.33,0.0,0.5357368421052632,0.0014999999999999998,0.25207894736842107,0.21068421052631578,0.0
Jaroměř,H,26.958000000000002,179772.0,363.40649689606835,0.0,153126.5,26645.5,0.0,0.0,0.0,0.8517817012660481,0.1482182987339519,0.0,0.0
Javorník,M,0.168,398.0,454.21,0.0,398.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jedovnice,B,0.17,349.0,619.28,0.0,349.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jemnice,J,1.645,4970.0,651.1267605633802,0.0,4970.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jesenice,S,1.4209999999999998,6105.0,552.2201883701883,4975.0,0.0,0.0,1130.0,0.0,0.8149058149058149,0.0,0.0,0.1850941850941851,0.0
Jeseník,M,16.678,39628.0,531.8082222166146,0.0,39323.962,304.038,0.0,0.0,0.0,0.9923276975875643,0.007672302412435652,0.0,0.0
Jevíčko,E,0.7,6200.0,465.0,0.0,0.0,6200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jezbořice,E,0.57,6000.0,198.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jihlava,J,61.106,285939.0,556.7457803937203,0.0,241557.22199999998,40181.778,0.0,4200.0,0.0,0.8447858529266731,0.1405256995373139,0.0,0.014688447536012925
Jilemnice,L,8.117,36301.0,458.90669678521255,0.0,28001.0,7600.0,700.0,0.0,0.0,0.7713561609873006,0.20936062367427893,0.01928321533842043,0.0
Jince,S,0.36,730.0,778.0,0.0,730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jindřichov,T,0.38,1700.0,505.0,0.0,1700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jindřichovice pod Smrkem,L,0.171,2000.0,488.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0
Jindřichův Hradec,C,73.303,259119.0,493.50035080407076,0.0,18736.106,240382.89400000003,0.0,0.0,0.0,0.07230695549149233,0.9276930445085078,0.0,0.0
Jičín,H,28.614,96696.0,550.7579480019856,0.0,96696.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jáchymov,K,13.331,70656.0,497.92944802989126,0.0,70656.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jílové,U,10.245999999999999,13518.0,592.5600236721409,0.0,13518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jílové u Držkova,L,0.542,7225.0,39.57,0.0,0.0,7225.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jílové u Prahy,S,0.872,2753.0,600.05,0.0,2753.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kadaň,U,0.0,669014.0,411.8496189466887,669014.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kamenice nad Lipou,J,4.437,32375.0,386.3158301158301,348.48,32026.52,0.0,0.0,0.0,0.010763861003861005,0.989236138996139,0.0,0.0,0.0
Kamenický Šenov,L,15.073,30990.0,290.47994030332364,0.0,30990.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kaplice,C,15.431,43590.0,647.8,43590.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Kardašova Řečice,C,5.088,19694.0,393.17945567177827,0.0,384.6,19309.4,0.0,0.0,0.0,0.019528790494566874,0.9804712095054332,0.0,0.0
Karlova Studánka,T,2.3,2266.0,416.76522506619597,0.0,2266.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karlovy Vary,K,25.116,865884.0,551.2560567812778,818160.3111,23308.6917,0.0,0.0,24414.9972,0.9448844315173858,0.026918954155521986,0.0,0.0,0.028196614327092313
Karolinka,Z,4.395999999999999,14690.0,513.5329904697073,0.0,14690.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karpentná,T,0.85,1450.0,690.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Karviná,T,22.489,185008.0,345.8762444867249,41014.0947,8698.171199999999,610.3669,0.0,134689.63549999997,0.22168822267145205,0.047015108535847096,0.0032991378751189137,0.0,0.7280206018118134
Karviná DIN,T,0.147,643.0,610.39,0.0,643.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Karviná a Havířov,T,437.154,2109396.0,519.3499928320714,2026918.6164000002,13500.134399999999,30164.3628,0.0,39023.826,0.9609000000000001,0.0063999999999999994,0.0143,0.0,0.0185
Kaznějov,P,5.082,29536.0,465.63577329360777,0.0,29536.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kašperské Hory,P,4.99,23000.0,426.8,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kdyně,P,8.702,76598.0,492.93919371262956,0.0,76598.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kladno,S,979.3120000000001,1659525.0,484.09627545231325,1621561.0430000003,34713.159,1625.3990000000003,1625.3990000000003,0.0,0.9771236004278334,0.02091752700320875,0.0009794362844789926,0.0009794362844789926,0.0
Kladruby,S,0.9520000000000001,13441.0,231.37241723086078,0.0,9691.0,3750.0,0.0,0.0,0.0,0.7210029015698237,0.27899709843017634,0.0,0.0
Klatovy,P,63.606,156047.0,635.4529404602459,92100.0,63947.0,0.0,0.0,0.0,0.590206796670234,0.40979320332976604,0.0,0.0,0.0
Klecany,S,0.63,2125.0,593.61,0.0,2125.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Klest,K,1.251,5200.0,200.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Klimkovice,T,1.8210000000000002,14281.0,270.41072473916387,0.0,14281.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Klopina,M,1.788,9000.0,201.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kloužovice,C,1.62,9460.0,168.92177589852008,0.0,0.0,9460.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Klučenice,S,0.703,3000.0,264.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Klášterec nad Ohří,U,0.0,139217.0,577.3456993039644,138214.6376,751.7718000000001,250.59059999999997,0.0,0.0,0.9927999999999999,0.0054,0.0017999999999999997,0.0,0.0
Knínice u Libouchce,U,2.0540000000000003,5230.0,883.99,0.0,3033.4,0.0,0.0,2196.6,0.0,0.5800000000000001,0.0,0.0,0.42
Kněžice,S,1.605,9750.0,275.0,0.0,0.0,9750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kobyly,L,0.25,360.0,852.5,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0
Kojetín,M,31.848,29817.0,537.9319153503035,300.0,21627.8375,7889.1625,0.0,0.0,0.010061374383740818,0.7253525673273636,0.2645860582888956,0.0,0.0
Koloveč,P,0.18,1220.0,732.5245901639345,0.0,1220.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kolín,S,249.576,946923.0,438.47878654336205,638809.7129,18182.4198,71386.62079999999,0.0,218510.8319,0.6746163235025446,0.019201582177220324,0.07538798909731835,0.0,0.2307588176652167
Konojedy,U,0.18,908.0,1221.9101541850218,0.0,0.0,0.0,0.0,908.0,0.0,0.0,0.0,0.0,1.0
Kopřivnice,T,141.183,841975.0,406.9189429971198,147550.07,480986.26300000004,213438.66700000002,0.0,0.0,0.1752428159980997,0.5712595540247632,0.2534976299771371,0.0,0.0
Kosova Hora,S,0.924,110.0,250.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kostelec nad Labem,S,0.57,2598.0,557.0,0.0,2598.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kostelec nad Orlicí,H,2.445,6581.0,549.7173469077649,0.0,5351.0,1230.0,0.0,0.0,0.0,0.8130983133262422,0.18690168667375778,0.0,0.0
Kostelec nad Černými lesy,S,3.25,3300.0,721.6904545454546,0.0,0.0,0.0,3300.0,0.0,0.0,0.0,0.0,1.0,0.0
Kouty,J,0.825,780.0,330.3,0.0,0.0,780.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kovářská,U,3.37,21990.0,696.5974811277854,490.0,0.0,20850.0,650.0,0.0,0.022282855843565257,0.0,0.9481582537517054,0.02955889040472942,0.0
Kozlovice čp,T,0.09,410.0,518.64,0.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kozolupy,P,0.121,430.0,479.75348837209305,0.0,430.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kožichovice,J,0.379,850.0,242.0,0.0,0.0,850.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Krahulov,J,1.249,8000.0,330.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kralovice,P,6.866,19650.0,594.6361323155216,0.0,19650.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kralupy nad Vlltavou,S,361.2,4730000.0,262.67420718816066,0.0,3917385.9999999995,0.0,0.0,812614.0,0.0,0.8281999999999999,0.0,0.0,0.1718
Kralupy nad Vltavou,S,151.257,329806.0,248.97534768924766,0.0,83191.7676,0.0,0.0,246614.23239999998,0.0,0.2522445546775984,0.0,0.0,0.7477554453224016
Kraslice,K,16.468999999999998,79702.0,451.1959431381896,0.0,79702.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Krnov,T,101.316,348409.0,464.2632843009222,78082.5436,12715.0116,257611.4448,0.0,0.0,0.224111729605148,0.03649449813294146,0.7393937722619106,0.0,0.0
Kroměříž,Z,1.1400000000000001,1630.0,626.5349693251534,0.0,1630.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Krupka,U,17.111,72586.0,486.68950169454166,182.04,66403.95999999999,0.0,0.0,6000.0,0.0025079216377813904,0.91483151020858,0.0,0.0,0.08266056815363844
Krušovice,S,18.71,82673.0,402.9,0.0,78539.35,4133.65,0.0,0.0,0.0,0.9500000000000001,0.049999999999999996,0.0,0.0
Královské Poříčí,K,0.0,11650.0,686.0121888412017,11552.14,97.86,0.0,0.0,0.0,0.9915999999999999,0.0084,0.0,0.0,0.0
Krásná Lípa,U,1.1800000000000002,9619.0,451.38224243684374,0.0,9619.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kunovice,Z,2.543,6906.0,386.53,0.0,6906.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kunín,T,0.14400000000000002,308.0,466.0,0.0,308.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kunčina,E,1.6239999999999999,996.0,107.55578313253012,0.0,0.0,996.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Kunštát,B,0.78,2150.0,589.6,0.0,2150.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kutná Hora,S,63.82,334813.0,441.09991589334936,1025.0,16384.8791,317403.1209,0.0,0.0,0.0030614103992377835,0.04893740416292079,0.9480011854378414,0.0,0.0
Kuřim,B,5.940000000000001,23448.0,385.2645615830774,0.0,23448.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kvasiny,H,4.2,77290.0,406.09,0.0,77290.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kyjov,B,54.665000000000006,129227.0,444.07590828542027,0.0,34444.6872,0.0,0.0,94782.3128,0.0,0.2665440442012892,0.0,0.0,0.7334559557987108
Kynšperk nad Ohří,K,1.79,7955.0,544.5,0.0,7955.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kyselka,K,7.75,710.0,542.85,0.0,710.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Káraný,S,0.6,820.0,539.0,0.0,820.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Křivoklát,S,0.2,1150.0,708.0,0.0,0.0,0.0,0.0,1150.0,0.0,0.0,0.0,0.0,1.0
Křišťanovice,T,0.16,1500.0,407.0,1500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Křižany,L,0.5,900.0,350.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lanškroun,E,8.297,28900.0,531.2871972318339,0.0,28900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Ledeč nad Sázavou,J,8.754999999999999,33320.0,615.5310474189675,26170.0,7150.0,0.0,0.0,0.0,0.7854141656662665,0.2145858343337335,0.0,0.0,0.0
Ledvice,U,1698.672,1361277.0,286.5915599249823,1147894.7948999999,213382.20510000002,0.0,0.0,0.0,0.8432485048230447,0.1567514951769552,0.0,0.0,0.0
Lenora,C,0.812,3528.0,484.96842403628114,0.0,3528.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Leskovec nad Moravicí,T,0.505,1250.0,993.0,1250.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Lesná,P,0.5,2100.0,800.0,2100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Letohrad,E,3.227,11971.0,706.1,0.0,11971.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Letovice,B,2.82,5200.0,628.1,0.0,5200.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lhenice,C,1.48,4310.0,616.6372389791184,0.0,4310.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Libavské Údolí,K,0.774,2872.0,606.12,0.0,2872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Liberec,L,248.32600000000005,1412756.0,427.7511184380034,0.0,334466.2526,0.0,11956.903400000001,1066332.844,0.0,0.23674735948741327,0.0,0.008463530432714497,0.7547891100798723
Libina,M,1.54,5300.0,528.2075471698113,435.0,4865.0,0.0,0.0,0.0,0.0820754716981132,0.9179245283018868,0.0,0.0,0.0
Libochovice,U,3.332,15625.0,643.5202464,0.0,15625.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Libčice,S,1.08,3482.0,635.9500000000002,0.0,3482.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Libčice nad Vltavou,S,0.198,533.0,515.46,0.0,533.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Liběchov,S,0.361,1050.0,841.24,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,1.0,0.0
Liběšice,U,0.26,1303.0,651.55,0.0,1303.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lipno nad Vltavou,C,0.147,380.0,538.71,0.0,380.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lipník nad Bečvou,M,5.952,40773.0,510.4205577220219,0.0,40773.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Litomyšl,E,7.312000000000001,20550.0,525.382702676399,0.0,20550.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Litoměřice,U,43.593,284259.0,562.3209680959969,251225.99999999997,4699.0,27914.0,0.0,420.0,0.8837925975958544,0.016530699115947078,0.09819917751065049,0.0,0.0014775257775479405
Litovel,M,18.021,44625.0,570.5863305322129,0.0,44625.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Litvínov,U,1386.0979999999997,2662039.0,400.0571684562097,2534020.2495000004,11834.6545,0.0,0.0,116184.09599999999,0.9519095135345501,0.004445710412206583,0.0,0.0,0.04364477605324339
Lišov,C,1.486,6771.0,565.360655737705,0.0,6771.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Loket,K,1.371,8700.0,495.0,0.0,8673.9,26.1,0.0,0.0,0.0,0.997,0.003,0.0,0.0
Lomnice nad Popelkou,L,3.4219999999999997,12750.0,475.56,0.0,12750.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Louny,U,17.78,154235.0,502.2248044218238,0.0,154235.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Loučeň,S,0.017,42.0,892.3399999999999,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0
Loučka,M,0.1,240.0,682.0,240.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Loučná nad Desnou,M,0.6,3855.0,531.9785603112841,0.0,3855.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Loučovice,C,40.0,450000.0,11.0,0.0,0.0,450000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Loučovice č,C,1.33,6600.0,689.59,0.0,6600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lovosice,U,175.408,1705551.0,250.34965580038357,1619067.31,86223.69,0.0,260.0,0.0,0.9492928150492128,0.05055474154686668,0.0,0.00015244340392049256,0.0
Lubnice,B,0.099,160.0,455.73,0.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lubojaty,T,0.08199999999999999,300.0,430.87,0.0,300.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luby,K,4.62,14500.0,629.3,0.0,14500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luhačovice,Z,1.274,11683.0,284.13,0.0,11683.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lukavec,J,0.26,190.0,1134.74,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1.0,0.0
Lutín,M,3.8,10717.0,629.86,0.0,10717.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luštěnice,S,2.6630000000000003,10791.0,420.93589380038924,0.0,10791.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Luže,E,11.8,3000.0,609.0,0.0,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lysá nad Labem,S,5.452,34447.0,600.0098223357622,0.0,34447.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lánov,H,0.696,5776.0,385.0,0.0,0.0,5776.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lázně Bohdaneč,E,0.0,1944.0,587.48,1936.4184,0.19440000000000002,0.0,7.3872,0.0,0.9961,0.0001,0.0,0.0038,0.0
Lázně Kynžvart,K,2.43,10495.0,597.68,0.0,10495.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lázně Libverda,L,5.156000000000001,11700.0,500.0,0.0,11700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Líně,P,0.31700000000000006,1130.0,696.9925221238939,0.0,1130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lípa,J,0.5770000000000001,4130.0,278.0,0.0,0.0,4130.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Líšný,L,0.024,50.0,532.55,0.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Manětín,P,0.6460000000000001,2264.0,689.6216431095407,2264.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mariánské Lázně,K,51.687,271620.0,599.3213887048082,0.0,94074.4032,177545.5968,0.0,0.0,0.0,0.3463456417053236,0.6536543582946763,0.0,0.0
Martiněves,P,0.126,301.0,649.33,0.0,301.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mašťov,U,0.75,3900.0,621.6592307692308,3900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Meziboří,U,3.99,36119.0,206.69,0.0,36119.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meziboří u Litvínova,U,17.365,74800.0,597.19,0.0,74800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Meziměstí,H,3.915,10500.0,551.9047619047619,0.0,10500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mezno,S,1.8,4380.0,260.0,0.0,0.0,4380.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Milevsko,C,31.235,103300.0,567.6715295256535,96000.0,7300.0,0.0,0.0,0.0,0.9293320425943853,0.07066795740561471,0.0,0.0,0.0
Mileč,P,0.5579999999999999,7500.0,224.4,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Milovice,S,12.626999999999999,43679.0,578.7793397284737,0.0,43679.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mimoň,L,15.222000000000001,59989.0,583.8986334161264,59989.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Miroslav,B,0.32,1042.0,498.46936660268716,0.0,1042.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mladecko,T,0.252,799.0,412.67,0.0,799.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mladotice,P,0.544,6000.0,94.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mladá Boleslav,S,420.59,2188353.0,385.765111094965,1497217.0085999998,119416.17,553955.1282,17764.693199999998,0.0,0.684175271814008,0.05456897036264259,0.2531379207102328,0.008117837113116576,0.0
Mnichovo Hradiště,S,7.790000000000001,22863.0,503.33748195774837,0.0,22863.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mníšek pod Brdy,S,1.57,11715.0,588.5,0.0,11715.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Modřice,B,1.381,4106.0,478.4506015586946,0.0,4106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mohelnice,M,15.048,90797.0,456.28740420939016,0.0,90797.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mohelno,J,0.52,500.0,308.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Moravská Třebová,E,7.300999999999999,32700.0,646.8098134556575,0.0,32700.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Moravské Budějovice,J,0.062,1400.0,396.0,0.0,1400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Moravský Beroun,M,10.635,23890.0,379.9728342402679,0.0,23890.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Moravský Krumlov,B,4.742,28630.0,437.97743625567585,0.0,28630.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Most,U,1076.0,1747567.0,300.562960441574,1745295.1628999999,2271.8370999999997,0.0,0.0,0.0,0.9986999999999999,0.0013,0.0,0.0,0.0
Most Litvínov,U,0.0,1430420.0,516.6564811733616,1428560.4540000001,1859.546,0.0,0.0,0.0,0.9987000000000001,0.0013,0.0,0.0,0.0
Mostek,H,17.2,18544.0,473.0,0.0,0.0,18544.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mostkovice,M,0.24,730.0,586.91,0.0,730.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mořkov,T,0.9450000000000001,2872.0,361.0,0.0,2872.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mošnov,T,1.171,3814.0,733.7,0.0,3814.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mrákov část Starý Klíčov,P,1.0390000000000001,4500.0,110.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mydlovary,C,15.940999999999999,33000.0,699.39,0.0,7260.0,25740.0,0.0,0.0,0.0,0.22,0.78,0.0,0.0
Mýšlovice,S,0.327,2000.0,127.7,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mělník,S,2794.5,11056199.0,322.7811100324804,11056199.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mělník Horní Po,S,0.0,268148.0,503.0942886391098,268148.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Městečko Trnávka,E,0.46399999999999997,2160.0,0.46,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Město Albrech,T,1.76,7800.0,464.4871794871795,0.0,7800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Město Albrechtice,T,1.351,4675.0,455.17,0.0,4675.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Město Libavá,M,5.236000000000001,3699.0,796.16,0.0,0.0,0.0,3699.0,0.0,0.0,0.0,0.0,1.0,0.0
Měňany,S,1.12,3500.0,318.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Mšeno,S,0.18,1600.0,450.0,1600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mšené,U,0.396,950.0,797.21,0.0,950.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Napajedla,Z,1.103,4490.0,100.8,0.0,0.0,4490.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Načeradec,S,0.794,2560.0,351.05632812500005,0.0,0.0,1500.0,1060.0,0.0,0.0,0.0,0.5859375,0.4140625,0.0
Nebanice,K,0.18,777.0,561.0,0.0,777.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nedvědice u Soběslavi,C,0.624,6800.0,247.01323529411764,0.0,0.0,6800.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nejdek,K,0.0,380700.0,347.5468722878907,369659.7,0.0,0.0,0.0,11040.3,0.9710000000000001,0.0,0.0,0.0,0.028999999999999998
Nepomuk,P,2.9980000000000007,11440.0,505.8278846153846,0.0,11440.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
